SKU,title,reason,has_price_row,has_buy,has_listino,has_stock_row,qty,passes_qty,has_image
102964,"Penna a sfera a scatto Q-Connect punta M 0,7 mm rosso - conf. da 10 pezzi - KF00269",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
102996,"Evidenziatore Q-Connect 1,5-5 mm blu  KF01114",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
103027,Matite colorate Faber-Castell Colour Grip assortiti astuccio da 12 - 112469,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
103030,Matite colorate Faber-Castell Colour Grip assortiti astuccio di metallo da 36 - 112435,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
103063,Pastelli a olio Faber-Castell Oil Pastels Creative Studio assortiti astuccio di cartone da 36 - 127036,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
103096,Temperamatite Faber-Castell Sleeve 2 fori con serbatoio nero 182700,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
103175,"Evidenziatore Pastel Q-Connect 1,5-5 mm verde KF17959",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
103494,Portadocumenti con bottone Q-Connect A4 ppl verde KF03597,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
103900,Libro firme Q-Connect 20 pagine 24x35 cm nero KF31014,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
104397,Pannello per leggìo da tavolo Q-Connect Quickfind rosso conf. 10 pezzi - KF04258,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,4.0,False,True
104626,Registro 194 fogli Pigna Monocromo A4 quadretti 5 mm assortiti 02068735M,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
105010,Distruggidocumenti uso moderato FELLOWES Powershred® 125Ci P-4 - 53 L - taglio a frammenti 4x38 mm - 4612002,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,1.0,False,True
105013,Distruggidocumenti uso frequente FELLOWES Powershred 225Ci P-4 60 L taglio a frammento 4x38 mm - 4622003,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,1.0,False,True
105014,Distruggidocumenti uso frequente FELLOWES Powershred 225Mi P-5 60L taglio a microframmento 2x12 mm - 4620101,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
105017,Distruggidocumenti uso frequente FELLOWES Powershred 425Ci P-4 - 114 L taglio a frammenti 4x30 mm - 4698001,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
105019,Distruggidocumenti uso personale FELLOWES Powershred® 53C - P-4 - 23 L taglio a frammenti 4x35 mm - 4653101,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,4.0,False,True
105025,Distruggidocumenti uso moderato FELLOWES Powershred® 79Ci - P-4 - 23 L - taglio a frammenti 4x38 mm - 4679004,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,1.0,False,True
105031,Distruggidocumenti uso moderato FELLOWES AutoMax? 200C - P-4 - 32 L - taglio a frammenti 4x38 mm - nero - 4653602,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,3.0,False,True
105032,Distruggidocumenti uso moderato FELLOWES AutoMax? 200M - P-5 - 32 L - taglio a microframmenti 2x14 mm nero - 4656301,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
105033,Distruggidocumenti uso frequente  P-4 68 L FELLOWES AutoMax? 350C - taglio a frammenti 4x38 mm nero - 4964101,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
105066,Plastificatrice a caldo FELLOWES Neptune 3 argento/nero A3 5721501,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
105080,Rilegatrice a dorsi metallici FELLOWES Galaxy Wire Capacità di perforazione 20 fogli - 5622401,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
105081,Rilegatrice a dorsi plastici FELLOWES Pulsar+ 300 capacità di perforazione 17 fogli - 5627601,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,4.0,False,True
105082,Rilegatrice a dorsi plastici FELLOWES Quasar+ 500 capacità di perforazione 25 fogli - 5627701,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,1.0,False,True
105083,Rilegatrice a dorsi metallici FELLOWES Quasar Wire Capacità di perforazione 15 fogli - 5224101,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,1.0,False,True
105084,Rilegatrice a dorsi plastici FELLOWES Star+ 150 capacità di perforazione 15 fogli - 5627501,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
105085,Rilegatrice a dorsi plastici FELLOWES Starlet 2+ 120 capacità di perforazione 12 fogli - 5227901,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
105086,Rilegatrice termica FELLOWES Helios 30 capacità di rilegatura 240 fogli 5641001,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,1.0,False,True
105087,Rilegatrice termica FELLOWES Helios 60 capacità di rilegatura 600 fogli 5642003,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,4.0,False,True
105089,Sacchetti per distruggidocumenti FELLOWES capacità tra 23 e 28 l 100pz - 36052,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
105090,Sacchetti per distruggidocumenti Fellowes capacità fino a 34 lt. Conf. 100 pezzi - 36053,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
105117,"Supporto FELLOWES Premium per CPU acciaio nero 24,1x20,3x22,9 cm 9169201",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,3.0,False,True
105121,"Supporto FELLOWES Premium Plus per monitor plastica riciclata grigio 34,3x33,3x6,4-16,5 cm - 91713",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
105123,"Supporto FELLOWES Smart Suites per monitor plus ABS grigio/nero 47,8x32,8cm con vaschetta portaoggetti - 8020801",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
105124,Supporto FELLOWES Premium per monitor plastica riciclata grafite 18x33x34 cm 9169401,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,3.0,False,True
105125,Supporto FELLOWES Smart Suites per monitor plastica grigio/nero 30x53 cm 8020101,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,3.0,False,True
105129,Supporto FELLOWES Office Suites? per schiena tessuto in rete nero 50x45x16 cm 9191301,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,4.0,False,True
105130,Supporto FELLOWES Professional Series? per schiena tessuto in rete nero 50x45x16cm - 8029901,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,3.0,False,True
105131,"Supporto FELLOWES Deluxe Office Suites per tastiera plastica nero 7,2x61x36,5 cm - 8031201",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
105159,"Penna a sfera ricaricabile Pilot BPS punta fine 0,7 mm nero 001606",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
105186,"Roller a inchiostro liquido Pilot V BALL punta fine 0,5 mm nero F 011260",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,4.0,False,True
105207,"Marcatore punta a scalpello Pilot SCA maxi 6600 3-12,5 mm rosso 002433",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
105266,"Roller Pilot Hi Tecpoint V7 0,7 mm nero  011710",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
105350,Penne a punta sintetica Staedtler Lumocolor permanent pen 313 s assortiti astuccio da 4 pezzi - 313 WP4,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
105354,Penne a punta sintetica Staedtler Lumocolor permanent pen 317 M assortiti astuccio da 4 pezzi - 317 WP4,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,4.0,False,True
105420,Quaderno 42 fogli PIGNA Monocromo A4 a quadretti 10 mm assortiti 022988710,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
105610,"Fineliner Stabilo Point 88 0,4 mm assortiti scatola in metallo da 50 - 8850-6",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
105693,Evidenziatori Stabilo Luminator 2-5 mm assortiti set da scrivania da 4 - 7104-2,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,3.0,False,True
105974,Dispenser per nastro adesivo Scotch® Magic? C38 nero + 12 rotoli 19 mm x 33 m SM12 Black,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,1.0,False,True
106196,Pennarelli per tessuti GIOTTO Decor Textile tratto fine 1-3 mm assortiti astuccio da 8 + t-shirt bianca - 494500,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,1.0,False,True
106282,Matite acquarellabili GIOTTO Stilnovo Acquarell assortiti scatola in metallo da 36 - F256400,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,1.0,False,True
106417,Penna a punta sintetica TRATTO Pen 2 mm assortiti astuccio appendibile da 12 - F807700,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
106555,Portastampati da banco Q-Connect 1/3 di A4 in polistirolo trasparente 4 scomparti - KF04186,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
107001,"Custodia per raccoglitori e registratori Sei Rota 30 A4 f.to esterno 26,5x32 cm - dorso 4,5 cm nero - 67143010",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
107002,"Custodia per raccoglitori e registratori Sei Rota 40 A4 f.to esterno 28,5x32 cm - dorso 6,5 cm nero - 67144010",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
107003,"Custodia per raccoglitori e registratori Sei Rota 50 A4 f.to esterno 29,5x32 cm - dorso 8 cm nero - 67145010",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
107005,Custodia per raccoglitori e registratori Sei Rota 65 A4 f.to esterno 28x32 cm - dorso 10 cm nero - 67146510,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,1.0,False,True
107010,Buste a fortatura universale Sei Rota Atla F per fotografie 4 spazi 15x21 cm trasparente  Conf. 10 pezzi - 662503,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
107039,Portalistini Sei Rota Asso - 20 buste 22x30 cm blu 57212007,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
107049,Portalistini Sei Rota Asso - 40 buste 22x30 cm rosso 57214012,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,3.0,False,True
107246,Segnaletica da pavimento forma ''croce'' DURABLE RAL 1003 giallo 15x15 cm Conf. 10 pezzi - 170104,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
107247,Buste a fascia DURABLE per piede pallet plastica blu scuro 145 x 65 mm conf. 50 - 172407,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,4.0,False,True
107248,Bobina di nastro antiscivolo adesivo DURABLE DURALINE STRONG rosso 172503,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,3.0,False,True
107249,Bobina di nastro antiscivolo adesivo DURABLE DURALINE STRONG giallo 172504,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,3.0,False,True
107252,Bobina di nastro antiscivolo adesivo DURABLE DURALINE 50/07 rosso segnale-bianco - 1726132,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,1.0,False,True
107254,Pittogramma di sicurezza ''Vietato fumare'' DURABLE rosso Ø 430 mm 172803,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,1.0,False,True
107255,Pittogramma da pavimento ''Indossare la protezione auricolare'' DURABLE azzurro Ø 430 mm - 172906,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
107256,Pittogramma da pavimento ''Accesso vietato alle persone non autorizzate'' DURABLE rosso Ø 430 mm - 173003,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
107260,Pittogramma da pavimento ''Gilet di sicurezza alta visibilità obbligatorio'' Durable azzurro Ø 430 mm - 173506,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,3.0,False,True
107261,Tasche per identificazione Durable con bande magnetiche blu f.to esterno mm. 130x53- inserto 100x38mm cf. 50 - 174107,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,4.0,False,True
107264,Tasche per identificazione Durable con bande magnetiche blu f.to esterno mm. 223x313- inserto A4 vert. cf. 50- 174407,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,3.0,False,True
107265,Tasche per identificazione Durable con bande magnetiche blu f.to esterno mm. 311x225- inserto A4 orizz. cf 50- 174507,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,1.0,False,True
107268,Tasche per identificazione Durable con fascette di aggancio blu f.to esterno mm 223x380- inserto A5 orizz. Cf 50- 174907,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,0.0,False,True
107270,Tasche per identificazione Durable con fascette di aggancio blu f.to esterno mm 311x442- inserto A4 orizz. cf 50- 175107,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,4.0,False,True
107273,"Tasche per identificazione Durable con bande adesive blu f.to esterno mm. 163x 83x1,7- inserto 150x67mm cf. 50 - 176207",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
107276,"Tasche per identificazione Durable con bande adesive blu f.to esterno mm. 223x 163x1,7- inserto A5 orizz. cf 50- 179507",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,1.0,False,True
107277,"Tasche per identificazione Durable con bande adesive blu f.to esterno mm. 233x 313x1,7- inserto A4 vert. cf. 50- 179707",SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,2.0,False,True
107278,Cassetta portachiavi DURABLE KEY BOX 18 alluminio argento metallizzato - serratura a chiave - 195123,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,3.0,False,True
107279,Cassetta portachiavi DURABLE KEY BOX 36 alluminio argento metallizzato - serratura a chiave - 195223,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,3.0,False,True
107280,Cassetta portachiavi DURABLE KEY BOX 72 alluminio argento metallizzato - serratura a chiave - 195523,SCARTO_STOCK_SOTTO_SOGLIA,True,True,True,True,3.0,False,True
